"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 06 18:27:35 GMT 2024","Tue Aug 06 18:27:41 GMT 2024","5518","tests","test_unit_job","TestSmokeJobPage","","","Main Job Card Validation",""
"passed","Tue Aug 06 18:27:46 GMT 2024","Tue Aug 06 18:27:49 GMT 2024","3338","tests","test_unit_job","TestSmokeJobPage","","","Pagination Section Validation",""
"passed","Tue Aug 06 18:27:26 GMT 2024","Tue Aug 06 18:27:28 GMT 2024","1788","tests","test_unit_job","TestSmokeJobPage","","","Main Filter button Validation",""
"passed","Tue Aug 06 18:27:23 GMT 2024","Tue Aug 06 18:27:23 GMT 2024","305","tests","test_example","","","","test_has_title",""
"passed","Tue Aug 06 18:27:40 GMT 2024","Tue Aug 06 18:27:44 GMT 2024","4634","tests","test_unit_job","TestSmokeJobPage","","","'Tipe Pekerjaan' Check Validation",""
"passed","Tue Aug 06 18:27:26 GMT 2024","Tue Aug 06 18:27:34 GMT 2024","7416","tests","test_unit_job","TestSmokeJobPage","","","Input Field Search Validation",""
"passed","Tue Aug 06 18:27:40 GMT 2024","Tue Aug 06 18:27:44 GMT 2024","4533","tests","test_unit_job","TestSmokeJobPage","","","'Pengalaman Kerja' Check Validation",""
"passed","Tue Aug 06 18:27:24 GMT 2024","Tue Aug 06 18:27:24 GMT 2024","483","tests","test_example","","","","test_get_started_link",""
"passed","Tue Aug 06 18:27:30 GMT 2024","Tue Aug 06 18:27:34 GMT 2024","3362","tests","test_unit_job","TestSmokeJobPage","","","'Tipe Pengaturan Kerja' Check Validation",""
"passed","Tue Aug 06 18:27:50 GMT 2024","Tue Aug 06 18:27:52 GMT 2024","2287","tests","test_unit_login","TestSmokeLoginPage","","","Second State Login Page Validation",""
"passed","Tue Aug 06 18:27:47 GMT 2024","Tue Aug 06 18:27:47 GMT 2024","456","tests","test_unit_login","TestSmokeLoginPage","","","First State Login Page Validation",""
"passed","Tue Aug 06 18:28:01 GMT 2024","Tue Aug 06 18:28:03 GMT 2024","1449","tests","test_unit_res_builder","TestSmokeLoginPage","","","Informasi Resume Validation",""
"passed","Tue Aug 06 18:27:34 GMT 2024","Tue Aug 06 18:27:40 GMT 2024","5143","tests","test_unit_job","TestSmokeJobPage","","","Sorting Control Test Validation",""
"failed","Tue Aug 06 18:27:23 GMT 2024","Tue Aug 06 18:27:27 GMT 2024","4010","tests","test_example","","","","test_karirlab_title_page",""
"passed","Tue Aug 06 18:27:50 GMT 2024","Tue Aug 06 18:27:55 GMT 2024","5055","tests","test_unit_login","TestSmokeLoginPage","","","Valid email login validation",""
