"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 30 12:27:08 GMT 2024","Sat Nov 30 12:27:09 GMT 2024","560","tests.resume_builder_feature.smoke","test_riwayat_pekerjaan","TestSmokeResumeBuilderPage","","","Riwayat Pekerjaan Hints Existence",""
"passed","Sat Nov 30 12:26:32 GMT 2024","Sat Nov 30 12:26:32 GMT 2024","302","tests.resume_builder_feature.smoke","test_data_diri_filling","TestSmokeResumeBuilderPage","","","The Data Diri saved state should be exist after user click save on Data Diri form",""
"passed","Sat Nov 30 12:26:53 GMT 2024","Sat Nov 30 12:26:54 GMT 2024","1317","tests.resume_builder_feature.smoke","test_info_resume_import_resume","TestSmokeResBuildImportPage","","","Import Data Via My Resume Validation",""
"passed","Sat Nov 30 12:25:49 GMT 2024","Sat Nov 30 12:25:54 GMT 2024","4622","tests.job_feature.smoke","test_search_filter_menu","TestSmokeJobPage","","","'Tipe Pekerjaan' Check Validation",""
"passed","Sat Nov 30 12:27:26 GMT 2024","Sat Nov 30 12:27:27 GMT 2024","1261","tests.job_feature.smoke","test_search_filter_menu","TestSmokeJobPage","","","Main Filter button Validation",""
"passed","Sat Nov 30 12:26:56 GMT 2024","Sat Nov 30 12:26:57 GMT 2024","1231","tests.resume_builder_feature.smoke","test_info_resume_import_resume","TestSmokeResBuildImportPage","","","Import Data Via My Resume Validation",""
"passed","Sat Nov 30 12:25:43 GMT 2024","Sat Nov 30 12:25:47 GMT 2024","4072","tests.job_feature.smoke","test_carousel_section","TestSmokeJobPage","","","Main Job Card Validation",""
"passed","Sat Nov 30 12:26:30 GMT 2024","Sat Nov 30 12:26:30 GMT 2024","457","tests.resume_builder_feature.smoke","test_hobby","TestSmokeResumeBuilderPage","","","Minat Hints Existence",""
"passed","Sat Nov 30 12:26:21 GMT 2024","Sat Nov 30 12:26:24 GMT 2024","3176","tests.resume_builder_feature.smoke","test_hobby","TestSmokeResumeBuilderPage","","","Minat Section Validation",""
"passed","Sat Nov 30 12:25:49 GMT 2024","Sat Nov 30 12:25:53 GMT 2024","3437","tests.job_feature.smoke","test_search_filter_menu","TestSmokeJobPage","","","'Pengalaman Kerja' Check Validation",""
"passed","Sat Nov 30 12:27:36 GMT 2024","Sat Nov 30 12:28:03 GMT 2024","27190","tests.resume_builder_feature.smoke","test_riwayat_pendidikan","TestSmokeResumeBuilderPage","","","Riwayat Pendidikan Validation",""
"passed","Sat Nov 30 12:27:37 GMT 2024","Sat Nov 30 12:27:38 GMT 2024","713","tests.resume_builder_feature.smoke","test_riwayat_pendidikan","TestSmokeResumeBuilderPage","","","Riwayat Pendidikan Hints Existence",""
"passed","Sat Nov 30 12:25:56 GMT 2024","Sat Nov 30 12:25:58 GMT 2024","1729","tests.login_feature","test_unit_login","TestSmokeLoginPage","","","Second State Login Page Validation",""
"passed","Sat Nov 30 12:26:54 GMT 2024","Sat Nov 30 12:26:54 GMT 2024","907","tests.resume_builder_feature.smoke","test_info_resume_import_resume","TestSmokeResBuildImportPage","","","Import Data Via My Resume Validation",""
"passed","Sat Nov 30 12:26:35 GMT 2024","Sat Nov 30 12:26:36 GMT 2024","763","tests.resume_builder_feature.smoke","test_info_resume_import_data_diri","TestSmokeResBuildImportPage","","","Import Data Via My Profile Interaction",""
"passed","Sat Nov 30 12:26:11 GMT 2024","Sat Nov 30 12:26:25 GMT 2024","13583","tests.resume_builder_feature.smoke","test_data_diri","TestSmokeResumeBuilderPage","","","Data Diri Existence Validation",""
"passed","Sat Nov 30 12:27:10 GMT 2024","Sat Nov 30 12:27:11 GMT 2024","476","tests","test_example","","","","test_get_started_link",""
"passed","Sat Nov 30 12:25:34 GMT 2024","Sat Nov 30 12:25:39 GMT 2024","5177","tests.job_feature.smoke","test_carousel_section","TestSmokeJobPage","","","Sorting Control Test Validation",""
"passed","Sat Nov 30 12:27:12 GMT 2024","Sat Nov 30 12:27:32 GMT 2024","19135","tests.resume_builder_feature.smoke","test_riwayat_pekerjaan","TestSmokeResumeBuilderPage","","","Riwayat Pekerjaan Existence",""
"passed","Sat Nov 30 12:26:05 GMT 2024","Sat Nov 30 12:26:06 GMT 2024","900","tests.resume_builder_feature.smoke","test_data_diri","TestSmokeResumeBuilderPage","","","Data Diri Hints Existence",""
"passed","Sat Nov 30 12:26:47 GMT 2024","Sat Nov 30 12:26:48 GMT 2024","1217","tests.resume_builder_feature.smoke","test_info_resume_import_data_diri","TestSmokeResBuildImportPage","","","Import Data Via My Profile Interaction",""
"passed","Sat Nov 30 12:25:41 GMT 2024","Sat Nov 30 12:25:45 GMT 2024","3816","tests.job_feature.smoke","test_search_filter_menu","TestSmokeJobPage","","","Input Field Search Validation",""
"passed","Sat Nov 30 12:26:59 GMT 2024","Sat Nov 30 12:27:00 GMT 2024","804","tests.resume_builder_feature.smoke","test_proficient","TestSmokeResumeBuilderPage","","","Keahlian Hints Existence",""
"passed","Sat Nov 30 12:26:20 GMT 2024","Sat Nov 30 12:26:21 GMT 2024","712","tests.resume_builder_feature.smoke","test_data_diri_filling","TestSmokeResumeBuilderPage","","","The Data Diri saved state should be exist after user click save on Data Diri form",""
"passed","Sat Nov 30 12:26:46 GMT 2024","Sat Nov 30 12:26:47 GMT 2024","884","tests.resume_builder_feature.smoke","test_info_resume_import_data_diri","TestSmokeResBuildImportPage","","","Import Data Via My Profile Interaction",""
"passed","Sat Nov 30 12:26:11 GMT 2024","Sat Nov 30 12:26:16 GMT 2024","5124","tests.resume_builder_feature.smoke","test_achievements","TestSmokeResumeBuilderPage","","","Prestasi Section Validation",""
"passed","Sat Nov 30 12:26:59 GMT 2024","Sat Nov 30 12:27:04 GMT 2024","4109","tests.resume_builder_feature.smoke","test_info_resume_import_resume","TestSmokeResBuildImportPage","","","Import Data Via My Resume Save Action",""
"passed","Sat Nov 30 12:27:09 GMT 2024","Sat Nov 30 12:27:09 GMT 2024","354","tests","test_example","","","","test_has_title",""
"passed","Sat Nov 30 12:26:43 GMT 2024","Sat Nov 30 12:26:44 GMT 2024","1393","tests.resume_builder_feature.smoke","test_info_resume_import_data_diri","TestSmokeResBuildImportPage","","","Import Data Via My Profile Interaction",""
"passed","Sat Nov 30 12:26:02 GMT 2024","Sat Nov 30 12:26:05 GMT 2024","3806","tests.login_feature","test_unit_login","TestSmokeLoginPage","","","Valid email login validation",""
"broken","Sat Nov 30 12:26:51 GMT 2024","Sat Nov 30 12:27:22 GMT 2024","31329","tests.job_feature.smoke","test_carousel_section","TestSmokeJobPage","","","Pagination Section Validation",""
"passed","Sat Nov 30 12:25:42 GMT 2024","Sat Nov 30 12:25:44 GMT 2024","2574","tests.job_feature.smoke","test_search_filter_menu","TestSmokeJobPage","","","'Tipe Pengaturan Kerja' Check Validation",""
"passed","Sat Nov 30 12:26:29 GMT 2024","Sat Nov 30 12:26:41 GMT 2024","11827","tests.resume_builder_feature.smoke","test_info_resume","TestSmokeResumeBuilderPage","","","Informasi Resume Validation",""
"passed","Sat Nov 30 12:26:50 GMT 2024","Sat Nov 30 12:26:50 GMT 2024","810","tests.resume_builder_feature.smoke","test_info_resume_import_resume","TestSmokeResBuildImportPage","","","Import Data Via My Resume Validation",""
"passed","Sat Nov 30 12:25:51 GMT 2024","Sat Nov 30 12:25:52 GMT 2024","568","tests.login_feature","test_unit_login","TestSmokeLoginPage","","","First State Login Page Validation",""
"passed","Sat Nov 30 12:26:37 GMT 2024","Sat Nov 30 12:26:38 GMT 2024","126","tests.resume_builder_feature.smoke","test_info_resume_import_data_diri","TestSmokeResBuildImportPage","","","Import Data Main Validation",""
"passed","Sat Nov 30 12:27:12 GMT 2024","Sat Nov 30 12:27:15 GMT 2024","3340","tests","test_example","","","","test_karirlab_title_page",""
"passed","Sat Nov 30 12:26:05 GMT 2024","Sat Nov 30 12:26:06 GMT 2024","1190","tests.resume_builder_feature.smoke","test_achievements","TestSmokeResumeBuilderPage","","","Prestasi Hints Existence",""
"passed","Sat Nov 30 12:26:41 GMT 2024","Sat Nov 30 12:26:42 GMT 2024","1152","tests.resume_builder_feature.smoke","test_info_resume_import_data_diri","TestSmokeResBuildImportPage","","","Import Data Via My Profile Interaction",""
"passed","Sat Nov 30 12:27:28 GMT 2024","Sat Nov 30 12:27:32 GMT 2024","4319","tests.resume_builder_feature.smoke","test_proficient","TestSmokeResumeBuilderPage","","","Keahlian Section Validation",""
